,equity
1753200000000,0.04629154491627875
1753214400000,0.04040141483590935
1753228800000,0.06159814385862872
1753243200000,0.07183256655474347
1753257600000,0.07198584153701457
1753272000000,0.07388862178371264
1753286400000,0.06823099068485611
1753300800000,0.056048148779563725
1753315200000,0.059150287276748835
1753329600000,0.051005778475742364
1753344000000,0.035507096278185414
1753358400000,0.03765396455511382
1753372800000,0.04076064994243349
1753387200000,0.03685286916173889
1753401600000,0.036517769488943586
1753416000000,0.046861926571819895
1753430400000,0.04813489717307773
1753444800000,0.05838625898141383
1753459200000,0.046548410668919044
1753473600000,0.04430276000680325
1753488000000,0.04027328368922947
1753502400000,0.04730496702243805
1753516800000,0.044992688553348134
1753531200000,0.03246346634457805
1753545600000,0.044719482601409156
1753560000000,0.049150487251072975
1753574400000,0.0485710165107336
1753588800000,0.06546932459274253
1753603200000,0.0642415995612061
1753617600000,0.08510724586091342
1753632000000,0.08611932885302866
1753646400000,0.07946228809289989
1753660800000,0.0722401029694234
1753675200000,0.10050779499198884
1753689600000,0.10050779499198884
1753704000000,0.10050779499198884
1753718400000,0.10050779499198884
1753732800000,0.10050779499198884
1753747200000,0.10050779499198884
1753761600000,0.10050779499198884
1753776000000,0.10050779499198884
1753790400000,0.10050779499198884
1753804800000,0.10050779499198884
1753819200000,0.10050779499198884
1753833600000,0.10050779499198884
1753848000000,0.10050779499198884
1753862400000,0.10050779499198884
1753876800000,0.10050779499198884
1753891200000,0.10050779499198884
1753905600000,0.10050779499198884
1753920000000,0.10050779499198884
1753934400000,0.10050779499198884
1753948800000,0.10050779499198884
1753963200000,0.10050779499198884
1753977600000,0.10050779499198884
1753992000000,0.10050779499198884
1754006400000,0.10050779499198884
1754020800000,0.10050779499198884
1754035200000,0.10050779499198884
1754049600000,0.10050779499198884
1754064000000,0.10050779499198884
1754078400000,0.10050779499198884
1754092800000,0.10050779499198884
1754107200000,0.10050779499198884
1754121600000,0.10050779499198884
1754136000000,0.10050779499198884
1754150400000,0.10050779499198884
1754164800000,0.10050779499198884
1754179200000,0.10050779499198884
1754193600000,0.10050779499198884
1754208000000,0.10050779499198884
1754222400000,0.10050779499198884
1754236800000,0.10050779499198884
1754251200000,0.10050779499198884
1754265600000,0.10050779499198884
1754280000000,0.10050779499198884
1754294400000,0.10050779499198884
1754308800000,0.10050779499198884
1754323200000,0.10050779499198884
1754337600000,0.10050779499198884
1754352000000,0.10050779499198884
1754366400000,0.10050779499198884
1754380800000,0.10050779499198884
1754395200000,0.10050779499198884
1754409600000,0.10050779499198884
1754424000000,0.10050779499198884
1754438400000,0.10050779499198884
1754452800000,0.10050779499198884
1754467200000,0.10050779499198884
1754481600000,0.10050779499198884
1754496000000,0.10050779499198884
1754510400000,0.10050779499198884
1754524800000,0.10050779499198884
1754539200000,0.10050779499198884
1754553600000,0.10050779499198884
1754568000000,0.10050779499198884
1754582400000,0.10050779499198884
1754596800000,0.10050779499198884
1754611200000,0.10050779499198884
1754625600000,0.10050779499198884
1754640000000,0.10050779499198884
1754654400000,0.10050779499198884
1754668800000,0.10050779499198884
1754683200000,0.10050779499198884
1754697600000,0.10050779499198884
1754712000000,0.10050779499198884
1754726400000,0.10050779499198884
1754740800000,0.10050779499198884
1754755200000,0.10050779499198884
1754769600000,0.10050779499198884
1754784000000,0.10050779499198884
1754798400000,0.10050779499198884
1754812800000,0.10050779499198884
1754827200000,0.10050779499198884
1754841600000,0.10050779499198884
1754856000000,0.10050779499198884
1754870400000,0.10050779499198884
1754884800000,0.10050779499198884
1754899200000,0.10050779499198884
1754913600000,0.10050779499198884
1754928000000,0.10050779499198884
1754942400000,0.10050779499198884
1754956800000,0.10050779499198884
1754971200000,0.10050779499198884
1754985600000,0.10050779499198884
1755000000000,0.10050779499198884
1755014400000,0.10050779499198884
1755028800000,0.10050779499198884
1755043200000,0.10050779499198884
1755057600000,0.10050779499198884
1755072000000,0.10050779499198884
1755086400000,0.10050779499198884
1755100800000,0.10050779499198884
1755115200000,0.08597899713924342
1755129600000,0.007471502542618372
1755144000000,-0.03575102569932497
1755158400000,-0.00958419778247397
1755172800000,-0.026773149716287956
1755187200000,-0.028301667070444368
1755201600000,-0.06235255865539068
1755216000000,-0.03788365210620687
1755230400000,-0.05320086014203505
1755244800000,-0.046305190348486236
1755259200000,-0.062437519442882616
1755273600000,-0.06818920458177453
1755288000000,-0.05999598194754016
1755302400000,-0.06778294711409169
1755316800000,-0.06027066019404554
1755331200000,0.006995119145591901
1755345600000,0.044920125267984064
1755360000000,0.07646879082719707
1755374400000,0.04669604271296808
1755388800000,0.016769762461617682
1755403200000,0.010154642206633879
1755417600000,-0.019591982721612392
1755432000000,-0.02930373594568884
1755446400000,-0.013355161669743175
1755460800000,-0.03100836317657716
1755475200000,-0.03406695588861641
1755489600000,-0.03911869687391187
1755504000000,-0.015507823311755244
1755518400000,-0.04029488713363313
1755532800000,-0.033999241556657574
1755547200000,-0.03643367603228306
1755561600000,-0.006334098247317184
1755576000000,-0.03285818882214468
1755590400000,-0.009205430637033388
1755604800000,0.06746147330675334
1755619200000,0.06746147330675334
1755633600000,0.06746147330675334
1755648000000,0.06746147330675334
